주문번호,주문일,주문시간,채널,매장,상품코드,상품명,사이즈,수량,정상가합계,할인액,실결제금액,주문상태,배송유형,배송지역,고객유형,프로모션코드
NV-260709-0019,2026-07-09,13:24,네이버 브랜드스토어,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,246600,66900,179700,배송완료,택배(안성1),인천,신규,LV-2026-03
NV-260709-0020,2026-07-09,12:27,네이버 브랜드스토어,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,246600,66900,179700,설치완료,택배(안성1),대구,재구매,LV-2026-03
ST-260709-0002,2026-07-09,22:12,직영매장,슬로우나잇 스타필드 수원,SB-P-CLB,클라우드 버디 베개,단일,1,66400,0,66400,설치완료,매장수령,경기,재구매,
NV-260709-0021,2026-07-09,19:22,네이버 브랜드스토어,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,249700,0,249700,배송완료,택배(안성1),서울,재구매,
NV-260709-0021,2026-07-09,19:22,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,2,593600,151000,442600,배송완료,택배(안성1),서울,재구매,LV-2026-03
NV-260709-0022,2026-07-09,06:28,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,75500,221300,취소,택배(안성1),경남,신규,LV-2026-03
NV-260709-0023,2026-07-09,07:10,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,75500,221300,반품완료,택배(안성1),서울,재구매,LV-2026-03
OH-260709-0001,2026-07-09,11:08,오늘의집,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,284600,0,284600,설치완료,택배(안성1),대구,신규,
NV-260709-0024,2026-07-09,17:56,네이버 브랜드스토어,,SB-M-EVR-S,이브닝 리버서블 매트리스,S,1,349100,0,349100,설치완료,설치(용인 설치1),경기,신규,
NV-260709-0025,2026-07-09,14:06,네이버 브랜드스토어,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,246600,66900,179700,설치완료,택배(안성1),충남,신규,LV-2026-03
NV-260709-0025,2026-07-09,14:06,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,75500,221300,설치완료,택배(안성1),충남,신규,LV-2026-03
NV-260709-0026,2026-07-09,19:18,네이버 브랜드스토어,,SB-M-ORG-SS,오리지널 매트리스 미디엄 소프트,SS,1,432600,0,432600,배송완료,설치(용인 설치1),서울,신규,
SG-260709-0001,2026-07-09,18:58,SSG닷컴,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,249100,0,249100,배송중,택배(안성1),서울,신규,
NV-260709-0027,2026-07-09,16:05,네이버 브랜드스토어,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,246600,66900,179700,설치완료,택배(안성1),서울,신규,LV-2026-03
NV-260709-0027,2026-07-09,16:05,네이버 브랜드스토어,,SB-M-EVR-SS,이브닝 리버서블 매트리스,SS,1,380200,0,380200,설치완료,설치(용인 설치1),서울,신규,
NV-260709-0028,2026-07-09,15:28,네이버 브랜드스토어,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,2,493200,133800,359400,취소,택배(안성1),울산,신규,LV-2026-03
NV-260709-0028,2026-07-09,15:28,네이버 브랜드스토어,,SB-MO-EVM-SS,이브닝 모션 매트리스,SS,1,1039800,0,1039800,취소,설치(용인 설치1),울산,신규,
NV-260709-0029,2026-07-09,14:44,네이버 브랜드스토어,,SB-T-MAX-SS,맥시멈 토퍼 매트리스,SS,2,890400,0,890400,배송완료,택배(안성1),대전,재구매,
NV-260709-0030,2026-07-09,12:47,네이버 브랜드스토어,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,246600,66900,179700,배송완료,택배(안성1),경기,재구매,LV-2026-03
NV-260709-0031,2026-07-09,02:15,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,75500,221300,배송완료,택배(안성1),경기,재구매,LV-2026-03
OH-260709-0002,2026-07-09,10:30,오늘의집,,SB-T-ARB7-SS,올라운드 밸런스 토퍼 매트리스 7cm,SS,1,239600,0,239600,반품완료,택배(안성1),경기,신규,
CP-260709-0006,2026-07-09,16:13,쿠팡 로켓,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,241500,0,241500,취소,택배(안성1),부산,재구매,
NV-260709-0032,2026-07-09,11:18,네이버 브랜드스토어,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,294300,0,294300,반품완료,택배(안성1),대전,신규,
NV-260709-0033,2026-07-09,12:10,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,75500,221300,설치완료,택배(안성1),경기,신규,LV-2026-03
NV-260709-0033,2026-07-09,12:10,네이버 브랜드스토어,,SB-P-CLL,클라우드 LOW 경추 베개,단일,1,53600,0,53600,설치완료,택배(안성1),경기,신규,
NV-260709-0034,2026-07-09,17:07,네이버 브랜드스토어,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,246600,66900,179700,배송완료,택배(안성1),대구,신규,LV-2026-03
NV-260709-0035,2026-07-09,21:36,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,75500,221300,배송완료,택배(안성1),충남,신규,LV-2026-03
NV-260709-0036,2026-07-09,05:50,네이버 브랜드스토어,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,246600,66900,179700,설치완료,택배(안성1),인천,재구매,LV-2026-03
CJ-260709-0001,2026-07-09,07:01,CJ온스타일,,SB-T-ARC-SS,올라운드 컴포트 토퍼 매트리스,SS,1,209700,0,209700,배송완료,택배(안성1),경기,재구매,
CJ-260709-0001,2026-07-09,07:01,CJ온스타일,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,291300,0,291300,배송완료,택배(안성1),경기,재구매,
CJ-260709-0001,2026-07-09,07:01,CJ온스타일,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,293800,0,293800,배송완료,택배(안성1),경기,재구매,
NV-260709-0037,2026-07-09,21:50,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,75500,221300,배송중,택배(안성1),서울,신규,LV-2026-03
NV-260709-0038,2026-07-09,21:34,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,75500,221300,설치완료,택배(안성1),서울,재구매,LV-2026-03
NV-260709-0039,2026-07-09,16:11,네이버 브랜드스토어,,SB-M-ORG-Q,오리지널 매트리스 미디엄 소프트,Q,1,460800,0,460800,배송완료,설치(용인 설치1),인천,재구매,
NV-260709-0039,2026-07-09,16:11,네이버 브랜드스토어,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,2,493200,133800,359400,배송완료,택배(안성1),인천,재구매,LV-2026-03
HM-260709-0001,2026-07-09,06:52,자사몰,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,254200,0,254200,배송완료,택배(안성1),서울,신규,
HM-260709-0001,2026-07-09,06:52,자사몰,,SB-M-ORG-SS,오리지널 매트리스 미디엄 소프트,SS,1,446000,0,446000,배송완료,설치(용인 설치1),서울,신규,
NV-260709-0040,2026-07-09,16:58,네이버 브랜드스토어,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,246600,66900,179700,배송완료,택배(안성1),경기,재구매,LV-2026-03
OH-260709-0003,2026-07-09,20:14,오늘의집,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,284600,0,284600,설치완료,택배(안성1),경기,재구매,
NV-260709-0041,2026-07-09,15:26,네이버 브랜드스토어,,SB-T-ARB7-SS,올라운드 밸런스 토퍼 매트리스 7cm,SS,2,499800,0,499800,설치완료,택배(안성1),경기,신규,
CP-260709-0007,2026-07-09,20:00,쿠팡 로켓,,SB-P-CLB,클라우드 버디 베개,단일,1,60000,0,60000,배송완료,택배(안성1),경기,재구매,
NV-260709-0042,2026-07-09,08:14,네이버 브랜드스토어,,SB-A-DPM,딥뮤트 수면안대,단일,1,30300,0,30300,배송완료,택배(안성1),서울,재구매,
ST-260709-0003,2026-07-09,11:33,직영매장,슬로우나잇 논현,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,266900,0,266900,배송중,설치(용인 설치1),부산,신규,
ST-260709-0003,2026-07-09,11:33,직영매장,슬로우나잇 논현,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,321300,0,321300,배송중,설치(용인 설치1),부산,신규,
SG-260709-0002,2026-07-09,20:16,SSG닷컴,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,299900,0,299900,설치완료,택배(안성1),충남,신규,
NV-260709-0043,2026-07-09,10:06,네이버 브랜드스토어,,SB-P-CLL,클라우드 LOW 경추 베개,단일,1,53600,0,53600,설치완료,택배(안성1),경기,신규,
NV-260709-0044,2026-07-09,23:58,네이버 브랜드스토어,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,246600,66900,179700,배송완료,택배(안성1),경기,재구매,LV-2026-03
NV-260709-0045,2026-07-09,12:05,네이버 브랜드스토어,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,246600,66900,179700,설치완료,택배(안성1),부산,신규,LV-2026-03
NV-260709-0046,2026-07-09,01:49,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,75500,221300,배송완료,택배(안성1),인천,신규,LV-2026-03
NV-260709-0047,2026-07-09,16:41,네이버 브랜드스토어,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,249700,0,249700,배송완료,택배(안성1),경기,신규,
NV-260709-0048,2026-07-09,11:59,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,75500,221300,설치완료,택배(안성1),부산,신규,LV-2026-03
NV-260709-0049,2026-07-09,08:54,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,75500,221300,배송완료,택배(안성1),대전,신규,LV-2026-03
NV-260710-0001,2026-07-10,16:28,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,0,296800,배송완료,택배(안성1),서울,신규,
NV-260710-0002,2026-07-10,11:15,네이버 브랜드스토어,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,246600,0,246600,배송완료,택배(안성1),강원,신규,
NV-260710-0003,2026-07-10,17:23,네이버 브랜드스토어,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,246600,0,246600,반품완료,택배(안성1),서울,신규,
NV-260710-0004,2026-07-10,18:18,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,0,296800,교환완료,택배(안성1),울산,신규,
NV-260710-0004,2026-07-10,18:18,네이버 브랜드스토어,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,246600,0,246600,교환완료,택배(안성1),울산,신규,
NV-260710-0005,2026-07-10,14:44,네이버 브랜드스토어,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,246600,0,246600,배송완료,택배(안성1),서울,신규,
NV-260710-0006,2026-07-10,22:14,네이버 브랜드스토어,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,246600,0,246600,교환완료,택배(안성1),서울,신규,
NV-260710-0006,2026-07-10,22:14,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,2,593600,0,593600,교환완료,택배(안성1),서울,신규,
NV-260710-0006,2026-07-10,22:14,네이버 브랜드스토어,,SB-T-GRB-SS,그라운드 밸런스 토퍼 매트리스,SS,1,506300,0,506300,교환완료,택배(안성1),서울,신규,
NV-260710-0007,2026-07-10,20:56,네이버 브랜드스토어,,SB-M-EVR-S,이브닝 리버서블 매트리스,S,1,349100,0,349100,배송완료,설치(용인 설치1),서울,재구매,
NV-260710-0008,2026-07-10,01:58,네이버 브랜드스토어,,SB-F-AMD-K,아몬드 무헤드형 침대,K,1,902100,0,902100,배송완료,설치(용인 설치1),경기,신규,
NV-260710-0008,2026-07-10,01:58,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,0,296800,배송완료,택배(안성1),경기,신규,
NV-260710-0009,2026-07-10,11:08,네이버 브랜드스토어,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,246600,0,246600,배송완료,택배(안성1),강원,신규,
NV-260710-0010,2026-07-10,11:32,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,0,296800,배송완료,택배(안성1),서울,신규,
NV-260710-0011,2026-07-10,22:01,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,0,296800,배송완료,택배(안성1),강원,신규,
NV-260710-0012,2026-07-10,20:15,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,0,296800,배송완료,택배(안성1),경기,신규,
ST-260710-0001,2026-07-10,15:19,직영매장,대전둔산,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,266900,0,266900,설치완료,설치(용인 설치1),경기,신규,
ST-260710-0002,2026-07-10,00:54,직영매장,용산,SB-A-DPM,딥뮤트 수면안대,단일,1,32800,0,32800,배송완료,매장수령,경남,신규,
ST-260710-0002,2026-07-10,00:54,직영매장,용산,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,2,533800,0,533800,배송완료,설치(용인 설치1),경남,신규,
ST-260710-0002,2026-07-10,00:54,직영매장,용산,SB-M-DFB-SS,딥플로우 밸런스 매트리스,SS,1,539700,0,539700,배송완료,설치(용인 설치1),경남,신규,
NV-260710-0013,2026-07-10,05:42,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,0,296800,배송완료,택배(안성1),서울,신규,
HM-260710-0001,2026-07-10,15:07,자사몰,,SB-A-DPM,딥뮤트 수면안대,단일,1,31200,0,31200,배송완료,택배(안성1),인천,신규,
NV-260710-0014,2026-07-10,21:29,네이버 브랜드스토어,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,246600,0,246600,배송완료,택배(안성1),서울,재구매,
NV-260710-0015,2026-07-10,08:31,네이버 브랜드스토어,,SB-A-DPM,딥뮤트 수면안대,단일,1,30300,0,30300,설치완료,택배(안성1),경기,재구매,
CP-260710-0001,2026-07-10,02:54,쿠팡 로켓,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,241500,0,241500,배송완료,택배(안성1),서울,신규,
NV-260710-0016,2026-07-10,17:18,네이버 브랜드스토어,,SB-M-EVS-K,이브닝 스타릿 매트리스,K,1,754700,0,754700,배송완료,설치(용인 설치1),서울,신규,
NV-260710-0017,2026-07-10,21:54,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,0,296800,교환완료,택배(안성1),경기,신규,
NV-260710-0017,2026-07-10,21:54,네이버 브랜드스토어,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,246600,0,246600,교환완료,택배(안성1),경기,신규,
OH-260710-0001,2026-07-10,07:43,오늘의집,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,284600,0,284600,배송완료,택배(안성1),서울,신규,
NV-260710-0018,2026-07-10,12:39,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,0,296800,배송중,택배(안성1),경기,신규,
NV-260710-0019,2026-07-10,09:41,네이버 브랜드스토어,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,2,493200,0,493200,배송완료,택배(안성1),인천,재구매,
NV-260710-0020,2026-07-10,15:44,네이버 브랜드스토어,,SB-P-CLL,클라우드 LOW 경추 베개,단일,1,53600,0,53600,배송중,택배(안성1),서울,재구매,
NV-260710-0021,2026-07-10,15:32,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,0,296800,배송완료,택배(안성1),경기,신규,
NV-260710-0022,2026-07-10,11:11,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,2,593600,0,593600,설치완료,택배(안성1),부산,신규,
CP-260710-0002,2026-07-10,15:54,쿠팡 로켓,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,2,581400,0,581400,반품완료,택배(안성1),제주,신규,
NV-260710-0023,2026-07-10,06:26,네이버 브랜드스토어,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,246600,0,246600,설치완료,택배(안성1),경기,신규,
NV-260710-0024,2026-07-10,17:42,네이버 브랜드스토어,,SB-P-CLL,클라우드 LOW 경추 베개,단일,1,53600,0,53600,배송완료,택배(안성1),부산,신규,
NV-260710-0025,2026-07-10,09:25,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,0,296800,설치완료,택배(안성1),서울,재구매,
NV-260710-0026,2026-07-10,21:04,네이버 브랜드스토어,,SB-F-BAU-G,바우 키즈 원목 가드형 데이베드 침대,SS,1,775000,0,775000,배송완료,설치(용인 설치1),경기,신규,
NV-260710-0027,2026-07-10,00:13,네이버 브랜드스토어,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,246600,0,246600,배송완료,택배(안성1),경기,재구매,
NV-260710-0028,2026-07-10,08:35,네이버 브랜드스토어,,SB-M-DFB-Q,딥플로우 밸런스 매트리스,Q,1,522200,0,522200,배송완료,설치(용인 설치1),경기,신규,
NV-260710-0028,2026-07-10,08:35,네이버 브랜드스토어,,SB-MO-EVM-SS,이브닝 모션 매트리스,SS,1,1039800,0,1039800,배송완료,설치(용인 설치1),경기,신규,
CJ-260710-0001,2026-07-10,17:36,CJ온스타일,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,244000,0,244000,배송완료,택배(안성1),대전,신규,
CJ-260710-0002,2026-07-10,15:44,CJ온스타일,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,244000,0,244000,배송완료,택배(안성1),부산,신규,
NV-260710-0029,2026-07-10,11:56,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,0,296800,배송완료,택배(안성1),광주,재구매,
OH-260710-0002,2026-07-10,18:33,오늘의집,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,236400,0,236400,반품완료,택배(안성1),대구,신규,
NV-260710-0030,2026-07-10,11:27,네이버 브랜드스토어,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,246600,0,246600,배송완료,택배(안성1),서울,신규,
OH-260710-0003,2026-07-10,07:05,오늘의집,,SB-A-DPM,딥뮤트 수면안대,단일,1,29000,0,29000,배송완료,택배(안성1),서울,신규,
NV-260710-0031,2026-07-10,21:03,네이버 브랜드스토어,,SB-M-EVR-Q,이브닝 리버서블 매트리스,Q,1,405500,0,405500,배송완료,설치(용인 설치1),서울,신규,
NV-260710-0031,2026-07-10,21:03,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,0,296800,배송완료,택배(안성1),서울,신규,
NV-260710-0032,2026-07-10,17:38,네이버 브랜드스토어,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,246600,0,246600,배송완료,택배(안성1),대구,신규,
NV-260710-0033,2026-07-10,18:42,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,0,296800,배송중,택배(안성1),서울,재구매,
NV-260711-0001,2026-07-11,12:49,네이버 브랜드스토어,,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,1,684800,0,684800,설치완료,설치(용인 설치1),경기,재구매,
HM-260711-0001,2026-07-11,13:21,자사몰,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,306000,0,306000,배송중,택배(안성1),경기,재구매,
HM-260711-0002,2026-07-11,20:05,자사몰,,SB-F-AMD-KK,아몬드 무헤드형 침대,KK,1,980000,0,980000,설치완료,설치(용인 설치1),서울,재구매,
OH-260711-0001,2026-07-11,21:34,오늘의집,,SB-P-CLB,클라우드 버디 베개,단일,1,58800,0,58800,반품완료,택배(안성1),서울,신규,
CP-260711-0001,2026-07-11,12:58,쿠팡 로켓,,SB-M-DFB-Q,딥플로우 밸런스 매트리스,Q,1,511500,0,511500,배송완료,설치(용인 설치1),광주,신규,
NV-260711-0002,2026-07-11,20:18,네이버 브랜드스토어,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,249700,0,249700,설치완료,택배(안성1),경기,신규,
NV-260711-0003,2026-07-11,13:36,네이버 브랜드스토어,,SB-MO-EVM-SS,이브닝 모션 매트리스,SS,1,1039800,0,1039800,교환완료,설치(용인 설치1),부산,재구매,
NV-260711-0004,2026-07-11,12:08,네이버 브랜드스토어,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,2,499400,0,499400,취소,택배(안성1),대전,신규,
SG-260711-0001,2026-07-11,21:16,SSG닷컴,,SB-A-DPM,딥뮤트 수면안대,단일,1,30600,0,30600,배송완료,택배(안성1),서울,신규,
SG-260711-0001,2026-07-11,21:16,SSG닷컴,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,297300,0,297300,배송완료,택배(안성1),서울,신규,
SG-260711-0001,2026-07-11,21:16,SSG닷컴,,SB-F-AMD-K,아몬드 무헤드형 침대,K,1,911400,0,911400,배송완료,설치(용인 설치1),서울,신규,
NV-260711-0005,2026-07-11,11:28,네이버 브랜드스토어,,SB-P-CLB,클라우드 버디 베개,단일,2,122600,0,122600,설치완료,택배(안성1),서울,신규,
NV-260711-0006,2026-07-11,07:39,네이버 브랜드스토어,,SB-M-DFB-SS,딥플로우 밸런스 매트리스,SS,1,498600,0,498600,배송완료,설치(용인 설치1),서울,신규,
CP-260711-0002,2026-07-11,11:59,쿠팡 로켓,,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,1,582200,0,582200,배송완료,설치(용인 설치1),경남,재구매,
CP-260711-0002,2026-07-11,11:59,쿠팡 로켓,,SB-MO-MBL-SS,모션 밸런스드 매트리스,SS,1,1353800,0,1353800,배송완료,설치(용인 설치1),경남,재구매,
ST-260711-0001,2026-07-11,09:06,직영매장,슬로우나잇 논현,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,318600,0,318600,배송완료,설치(용인 설치1),서울,신규,
CP-260711-0003,2026-07-11,10:54,쿠팡 로켓,,SB-M-DFB-Q,딥플로우 밸런스 매트리스,Q,1,511500,0,511500,배송중,설치(용인 설치1),대전,신규,
SG-260711-0002,2026-07-11,16:50,SSG닷컴,,SB-M-DFB-Q,딥플로우 밸런스 매트리스,Q,1,527600,0,527600,배송완료,설치(용인 설치1),서울,재구매,
SG-260711-0002,2026-07-11,16:50,SSG닷컴,,SB-M-MFM-K,미드나잇 풀문 매트리스,K,1,1001600,0,1001600,배송완료,설치(용인 설치1),서울,재구매,
SG-260711-0002,2026-07-11,16:50,SSG닷컴,,SB-T-NMX-SS,더 뉴 맥시멈 토퍼 매트리스,SS,1,449800,0,449800,배송완료,택배(안성1),서울,재구매,
ST-260712-0001,2026-07-12,07:19,직영매장,노원,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,270300,0,270300,설치완료,설치(용인 설치1),서울,신규,
ST-260712-0002,2026-07-12,12:41,직영매장,용산,SB-F-AMD-K,아몬드 무헤드형 침대,K,1,976500,0,976500,설치완료,설치(용인 설치1),경기,신규,
NV-260712-0001,2026-07-12,12:12,네이버 브랜드스토어,,SB-P-CLB,클라우드 버디 베개,단일,1,61300,0,61300,설치완료,택배(안성1),대전,재구매,
ST-260712-0003,2026-07-12,09:21,직영매장,노원,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,266900,0,266900,교환완료,설치(용인 설치1),강원,재구매,
HM-260712-0001,2026-07-12,09:13,자사몰,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,257400,0,257400,배송완료,택배(안성1),인천,재구매,
HM-260712-0001,2026-07-12,09:13,자사몰,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,303400,0,303400,배송완료,택배(안성1),인천,재구매,
HM-260712-0002,2026-07-12,08:09,자사몰,,SB-T-ARC-SS,올라운드 컴포트 토퍼 매트리스,SS,1,218400,0,218400,배송중,택배(안성1),충남,신규,
HM-260712-0002,2026-07-12,08:09,자사몰,,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,1,549000,0,549000,배송중,택배(안성1),충남,신규,
OH-260712-0001,2026-07-12,07:03,오늘의집,,SB-P-CLB,클라우드 버디 베개,단일,2,117600,0,117600,설치완료,택배(안성1),경남,신규,
NV-260712-0002,2026-07-12,10:44,네이버 브랜드스토어,,SB-F-BAU-O,바우 키즈 원목 오픈형 데이베드 침대,SS,1,581000,0,581000,배송완료,설치(용인 설치1),부산,신규,
NV-260712-0002,2026-07-12,10:44,네이버 브랜드스토어,,SB-M-EVR-Q,이브닝 리버서블 매트리스,Q,1,405500,0,405500,배송완료,설치(용인 설치1),부산,신규,
HM-260712-0003,2026-07-12,06:56,자사몰,,SB-M-EVR-S,이브닝 리버서블 매트리스,S,1,359900,0,359900,배송완료,설치(용인 설치1),서울,재구매,
ST-260712-0004,2026-07-12,03:46,직영매장,용산,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,270300,0,270300,취소,설치(용인 설치1),서울,신규,
HM-260712-0004,2026-07-12,16:36,자사몰,,SB-T-ARC-SS,올라운드 컴포트 토퍼 매트리스,SS,2,436800,0,436800,배송중,택배(안성1),경기,신규,
NV-260712-0003,2026-07-12,21:26,네이버 브랜드스토어,,SB-M-MFM-K,미드나잇 풀문 매트리스,K,1,991300,0,991300,배송완료,설치(용인 설치1),서울,신규,
NV-260712-0003,2026-07-12,21:26,네이버 브랜드스토어,,SB-P-CLL,클라우드 LOW 경추 베개,단일,2,107200,0,107200,배송완료,택배(안성1),서울,신규,
HM-260712-0005,2026-07-12,11:31,자사몰,,SB-T-ARB7-SS,올라운드 밸런스 토퍼 매트리스 7cm,SS,2,515200,0,515200,배송완료,택배(안성1),울산,신규,
