주문번호,일자,요일,시각,상품코드,상품명,카테고리,수량,단가,금액
PN-260813-037,2026-08-13,목,14:04,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260813-038,2026-08-13,목,12:48,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260813-038,2026-08-13,목,12:48,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260813-039,2026-08-13,목,15:34,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260813-040,2026-08-13,목,16:12,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260813-040,2026-08-13,목,16:12,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260813-041,2026-08-13,목,14:48,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260813-041,2026-08-13,목,14:48,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260813-042,2026-08-13,목,14:49,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260813-043,2026-08-13,목,13:11,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260813-043,2026-08-13,목,13:11,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260813-044,2026-08-13,목,17:10,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260813-044,2026-08-13,목,17:10,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260813-045,2026-08-13,목,17:45,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260813-046,2026-08-13,목,13:55,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260813-047,2026-08-13,목,17:41,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260813-047,2026-08-13,목,17:41,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260813-048,2026-08-13,목,14:43,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260813-049,2026-08-13,목,15:28,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260813-050,2026-08-13,목,17:38,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260813-051,2026-08-13,목,12:19,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260813-051,2026-08-13,목,12:19,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260813-052,2026-08-13,목,12:28,PN-102,sol room-spray,리빙·프래그런스,2,28500,57000
PN-260813-053,2026-08-13,목,17:32,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260813-053,2026-08-13,목,17:32,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260813-054,2026-08-13,목,14:31,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260813-055,2026-08-13,목,17:48,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260813-056,2026-08-13,목,13:13,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260813-057,2026-08-13,목,12:01,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260814-001,2026-08-14,금,15:52,PN-103,Fog cup blue S,글라스웨어,2,28000,56000
PN-260814-002,2026-08-14,금,16:06,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260814-003,2026-08-14,금,17:00,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260814-004,2026-08-14,금,13:14,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260814-004,2026-08-14,금,13:14,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260814-005,2026-08-14,금,17:14,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260814-006,2026-08-14,금,18:22,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260814-007,2026-08-14,금,14:46,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260814-008,2026-08-14,금,12:14,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260814-009,2026-08-14,금,15:42,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260814-010,2026-08-14,금,17:29,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260814-011,2026-08-14,금,12:35,PN-104,sol candle,리빙·프래그런스,2,23000,46000
PN-260814-012,2026-08-14,금,17:42,PN-101,sol diffuser,리빙·프래그런스,2,46000,92000
PN-260814-012,2026-08-14,금,17:42,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260814-013,2026-08-14,금,14:23,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260814-014,2026-08-14,금,15:12,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260814-015,2026-08-14,금,15:34,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260814-016,2026-08-14,금,13:10,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260814-016,2026-08-14,금,13:10,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260814-017,2026-08-14,금,18:30,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260814-018,2026-08-14,금,13:23,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260814-019,2026-08-14,금,12:40,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260814-020,2026-08-14,금,17:25,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260814-021,2026-08-14,금,14:05,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260814-022,2026-08-14,금,13:56,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260814-022,2026-08-14,금,13:56,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260814-023,2026-08-14,금,17:45,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260815-001,2026-08-15,토,18:49,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260815-001,2026-08-15,토,18:49,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260815-002,2026-08-15,토,14:04,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260815-002,2026-08-15,토,14:04,PN-104,sol candle,리빙·프래그런스,2,23000,46000
PN-260815-003,2026-08-15,토,15:39,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260815-004,2026-08-15,토,17:41,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260815-005,2026-08-15,토,16:34,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260815-006,2026-08-15,토,13:43,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260815-007,2026-08-15,토,16:55,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260815-007,2026-08-15,토,16:55,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260815-008,2026-08-15,토,13:42,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260815-008,2026-08-15,토,13:42,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260815-009,2026-08-15,토,12:16,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260815-010,2026-08-15,토,15:34,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260815-011,2026-08-15,토,12:14,PN-108,Bubble mini glass,글라스웨어,2,15000,30000
PN-260815-011,2026-08-15,토,12:14,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260815-012,2026-08-15,토,18:49,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260815-013,2026-08-15,토,14:16,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260815-014,2026-08-15,토,13:13,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260815-015,2026-08-15,토,14:12,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260815-016,2026-08-15,토,13:09,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260815-017,2026-08-15,토,16:57,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260815-018,2026-08-15,토,18:19,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260815-019,2026-08-15,토,16:43,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260815-020,2026-08-15,토,17:13,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260815-020,2026-08-15,토,17:13,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260815-021,2026-08-15,토,17:14,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260815-021,2026-08-15,토,17:14,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260815-022,2026-08-15,토,14:20,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260815-023,2026-08-15,토,15:33,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260815-024,2026-08-15,토,15:30,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260815-024,2026-08-15,토,15:30,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260815-025,2026-08-15,토,18:50,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260815-026,2026-08-15,토,14:16,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260815-027,2026-08-15,토,16:21,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260815-028,2026-08-15,토,17:18,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260815-029,2026-08-15,토,13:01,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260815-030,2026-08-15,토,16:50,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260815-031,2026-08-15,토,14:33,PN-108,Bubble mini glass,글라스웨어,2,15000,30000
PN-260815-032,2026-08-15,토,12:56,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260815-033,2026-08-15,토,17:03,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260815-034,2026-08-15,토,16:10,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260815-035,2026-08-15,토,17:37,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260815-036,2026-08-15,토,13:56,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260815-037,2026-08-15,토,16:20,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260815-038,2026-08-15,토,13:28,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260815-039,2026-08-15,토,13:01,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260815-039,2026-08-15,토,13:01,PN-104,sol candle,리빙·프래그런스,2,23000,46000
PN-260815-040,2026-08-15,토,14:42,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260815-041,2026-08-15,토,13:31,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260815-042,2026-08-15,토,17:09,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260815-043,2026-08-15,토,14:54,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260815-044,2026-08-15,토,17:30,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260815-045,2026-08-15,토,17:57,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260815-046,2026-08-15,토,13:07,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260815-047,2026-08-15,토,16:29,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260815-048,2026-08-15,토,18:40,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260815-048,2026-08-15,토,18:40,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260815-049,2026-08-15,토,14:02,PN-104,sol candle,리빙·프래그런스,2,23000,46000
PN-260815-049,2026-08-15,토,14:02,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260815-050,2026-08-15,토,14:04,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260815-050,2026-08-15,토,14:04,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260815-051,2026-08-15,토,18:30,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260815-052,2026-08-15,토,18:13,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260815-053,2026-08-15,토,17:55,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260815-054,2026-08-15,토,15:03,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260815-055,2026-08-15,토,17:53,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260815-055,2026-08-15,토,17:53,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260815-056,2026-08-15,토,18:12,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260816-001,2026-08-16,일,12:29,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260816-002,2026-08-16,일,14:08,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260816-003,2026-08-16,일,13:25,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260816-004,2026-08-16,일,16:58,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260816-005,2026-08-16,일,16:57,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260816-005,2026-08-16,일,16:57,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260816-006,2026-08-16,일,16:48,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260816-007,2026-08-16,일,16:11,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260816-008,2026-08-16,일,16:02,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260816-008,2026-08-16,일,16:02,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260816-009,2026-08-16,일,17:11,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260816-009,2026-08-16,일,17:11,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260816-010,2026-08-16,일,12:14,PN-108,Bubble mini glass,글라스웨어,2,15000,30000
PN-260816-011,2026-08-16,일,14:26,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260816-011,2026-08-16,일,14:26,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260816-012,2026-08-16,일,13:49,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260816-013,2026-08-16,일,18:26,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260816-014,2026-08-16,일,18:46,PN-106,Lily bubble glass cup,글라스웨어,2,18500,37000
PN-260816-014,2026-08-16,일,18:46,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260816-015,2026-08-16,일,17:48,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260816-016,2026-08-16,일,17:06,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260816-016,2026-08-16,일,17:06,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260816-017,2026-08-16,일,16:49,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260816-018,2026-08-16,일,17:25,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260816-019,2026-08-16,일,18:19,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260816-020,2026-08-16,일,16:30,PN-103,Fog cup blue S,글라스웨어,2,28000,56000
PN-260816-021,2026-08-16,일,14:51,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260816-022,2026-08-16,일,13:28,PN-105,pattern on-the-rocks glass,글라스웨어,2,18500,37000
PN-260816-022,2026-08-16,일,13:28,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260816-023,2026-08-16,일,13:53,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260816-024,2026-08-16,일,13:38,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260816-025,2026-08-16,일,16:51,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260816-025,2026-08-16,일,16:51,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260816-026,2026-08-16,일,13:29,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260816-026,2026-08-16,일,13:29,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260816-027,2026-08-16,일,13:45,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260816-028,2026-08-16,일,16:02,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260816-029,2026-08-16,일,12:12,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260816-030,2026-08-16,일,16:54,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260816-031,2026-08-16,일,13:51,PN-102,sol room-spray,리빙·프래그런스,2,28500,57000
PN-260816-032,2026-08-16,일,16:45,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260816-033,2026-08-16,일,14:36,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260816-034,2026-08-16,일,12:16,PN-106,Lily bubble glass cup,글라스웨어,2,18500,37000
PN-260816-035,2026-08-16,일,16:32,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260816-036,2026-08-16,일,15:50,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260816-037,2026-08-16,일,13:57,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260816-037,2026-08-16,일,13:57,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260816-038,2026-08-16,일,14:00,PN-104,sol candle,리빙·프래그런스,2,23000,46000
PN-260816-039,2026-08-16,일,14:43,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260816-040,2026-08-16,일,12:41,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260816-041,2026-08-16,일,14:47,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260816-042,2026-08-16,일,18:02,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260816-043,2026-08-16,일,15:35,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260816-044,2026-08-16,일,13:15,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260816-045,2026-08-16,일,16:48,PN-103,Fog cup blue S,글라스웨어,2,28000,56000
PN-260816-046,2026-08-16,일,16:22,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260816-046,2026-08-16,일,16:22,PN-106,Lily bubble glass cup,글라스웨어,2,18500,37000
PN-260816-047,2026-08-16,일,12:16,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260816-048,2026-08-16,일,14:10,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260816-048,2026-08-16,일,14:10,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260816-049,2026-08-16,일,13:16,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260816-050,2026-08-16,일,15:30,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260816-051,2026-08-16,일,18:31,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260816-052,2026-08-16,일,12:38,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260816-052,2026-08-16,일,12:38,PN-102,sol room-spray,리빙·프래그런스,2,28500,57000
PN-260816-053,2026-08-16,일,14:55,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260816-054,2026-08-16,일,14:29,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260816-054,2026-08-16,일,14:29,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260817-001,2026-08-17,월,12:01,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260817-002,2026-08-17,월,14:49,PN-105,pattern on-the-rocks glass,글라스웨어,2,18500,37000
PN-260817-002,2026-08-17,월,14:49,PN-106,Lily bubble glass cup,글라스웨어,2,18500,37000
PN-260817-003,2026-08-17,월,17:00,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260817-003,2026-08-17,월,17:00,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260817-004,2026-08-17,월,15:06,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260817-005,2026-08-17,월,17:33,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260817-006,2026-08-17,월,12:58,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260817-007,2026-08-17,월,12:54,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260817-008,2026-08-17,월,18:49,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260817-008,2026-08-17,월,18:49,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260817-009,2026-08-17,월,16:40,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260817-010,2026-08-17,월,14:17,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260817-011,2026-08-17,월,15:17,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260817-012,2026-08-17,월,13:01,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260817-013,2026-08-17,월,16:38,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260817-013,2026-08-17,월,16:38,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260817-014,2026-08-17,월,13:39,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260817-015,2026-08-17,월,13:56,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260817-016,2026-08-17,월,18:09,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260817-016,2026-08-17,월,18:09,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260817-017,2026-08-17,월,17:30,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260820-001,2026-08-20,목,14:00,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260820-002,2026-08-20,목,18:02,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260820-003,2026-08-20,목,14:13,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260820-004,2026-08-20,목,17:24,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260820-005,2026-08-20,목,13:23,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260820-006,2026-08-20,목,14:32,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260820-007,2026-08-20,목,14:54,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260820-008,2026-08-20,목,17:03,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260820-009,2026-08-20,목,18:36,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260820-010,2026-08-20,목,17:30,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260820-011,2026-08-20,목,13:28,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260820-012,2026-08-20,목,17:28,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260820-012,2026-08-20,목,17:28,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260820-013,2026-08-20,목,12:50,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260820-014,2026-08-20,목,14:04,PN-108,Bubble mini glass,글라스웨어,2,15000,30000
PN-260820-015,2026-08-20,목,17:20,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260820-016,2026-08-20,목,17:48,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260820-017,2026-08-20,목,18:11,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260820-018,2026-08-20,목,18:10,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260820-019,2026-08-20,목,18:10,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260820-020,2026-08-20,목,15:53,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260820-021,2026-08-20,목,17:16,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260820-021,2026-08-20,목,17:16,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260820-022,2026-08-20,목,14:41,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260820-023,2026-08-20,목,18:40,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260820-024,2026-08-20,목,15:57,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260820-025,2026-08-20,목,16:00,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260820-026,2026-08-20,목,12:35,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260820-027,2026-08-20,목,13:20,PN-105,pattern on-the-rocks glass,글라스웨어,2,18500,37000
PN-260820-027,2026-08-20,목,13:20,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260820-028,2026-08-20,목,17:45,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260820-029,2026-08-20,목,12:03,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260820-029,2026-08-20,목,12:03,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260820-030,2026-08-20,목,15:06,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260820-031,2026-08-20,목,12:04,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260820-032,2026-08-20,목,12:53,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260820-033,2026-08-20,목,13:54,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260820-034,2026-08-20,목,17:37,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260820-035,2026-08-20,목,15:38,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260820-036,2026-08-20,목,15:06,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260820-037,2026-08-20,목,17:06,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260820-037,2026-08-20,목,17:06,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260820-038,2026-08-20,목,14:24,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260820-039,2026-08-20,목,17:17,PN-104,sol candle,리빙·프래그런스,2,23000,46000
PN-260820-040,2026-08-20,목,18:15,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260820-041,2026-08-20,목,18:31,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260820-042,2026-08-20,목,12:02,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260820-043,2026-08-20,목,15:25,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260820-044,2026-08-20,목,16:39,PN-105,pattern on-the-rocks glass,글라스웨어,2,18500,37000
PN-260821-001,2026-08-21,금,12:40,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260821-002,2026-08-21,금,13:44,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260821-003,2026-08-21,금,14:47,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260821-004,2026-08-21,금,15:55,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260821-005,2026-08-21,금,17:31,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260821-006,2026-08-21,금,13:41,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260821-007,2026-08-21,금,16:10,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260821-008,2026-08-21,금,14:54,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260821-009,2026-08-21,금,12:09,PN-106,Lily bubble glass cup,글라스웨어,2,18500,37000
PN-260821-010,2026-08-21,금,16:42,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
