주문번호,일자,요일,시각,주문유형,상품코드,상품명,분류,수량,단가,금액
OTW-260820-054,2026-08-20,목,14:59,매장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260820-055,2026-08-20,목,15:01,포장,OTW-E03,흑임자&산딸기 에그타르트,에그타르트,1,5500,5500
OTW-260820-055,2026-08-20,목,15:01,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260820-056,2026-08-20,목,15:01,매장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260820-057,2026-08-20,목,15:02,매장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260820-058,2026-08-20,목,15:05,매장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260820-058,2026-08-20,목,15:05,매장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260820-059,2026-08-20,목,15:13,매장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260820-060,2026-08-20,목,15:17,포장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260820-061,2026-08-20,목,15:22,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,2,5200,10400
OTW-260820-061,2026-08-20,목,15:22,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260820-062,2026-08-20,목,15:23,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260820-062,2026-08-20,목,15:23,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260820-063,2026-08-20,목,15:42,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260820-063,2026-08-20,목,15:42,포장,OTW-E04,피스타치오 에그타르트,에그타르트,2,5800,11600
OTW-260820-064,2026-08-20,목,15:43,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260820-065,2026-08-20,목,15:44,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260820-065,2026-08-20,목,15:44,포장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260820-066,2026-08-20,목,15:46,포장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260820-066,2026-08-20,목,15:46,포장,OTW-E03,흑임자&산딸기 에그타르트,에그타르트,1,5500,5500
OTW-260820-066,2026-08-20,목,15:46,포장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260820-067,2026-08-20,목,15:50,포장,OTW-D01,옥수수 밀크티,음료,2,6500,13000
OTW-260820-068,2026-08-20,목,15:51,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,2,5200,10400
OTW-260820-068,2026-08-20,목,15:51,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260820-069,2026-08-20,목,15:55,포장,OTW-T03,말차 타르트,타르트,2,9100,18200
OTW-260820-070,2026-08-20,목,16:12,포장,OTW-D01,옥수수 밀크티,음료,2,6500,13000
OTW-260820-070,2026-08-20,목,16:12,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260820-070,2026-08-20,목,16:12,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260820-071,2026-08-20,목,16:12,매장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260820-071,2026-08-20,목,16:12,매장,OTW-T04,자몽 망고 요거트 타르트,타르트,1,9600,9600
OTW-260820-072,2026-08-20,목,16:13,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260820-073,2026-08-20,목,16:14,매장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260820-074,2026-08-20,목,16:15,포장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260820-074,2026-08-20,목,16:15,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260820-074,2026-08-20,목,16:15,포장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260821-001,2026-08-21,금,12:08,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260821-002,2026-08-21,금,12:09,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260821-002,2026-08-21,금,12:09,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260821-003,2026-08-21,금,12:09,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260821-003,2026-08-21,금,12:09,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,2,6500,13000
OTW-260821-004,2026-08-21,금,12:13,매장,OTW-E04,피스타치오 에그타르트,에그타르트,2,5800,11600
OTW-260821-005,2026-08-21,금,12:17,포장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260821-006,2026-08-21,금,12:22,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260821-007,2026-08-21,금,12:28,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260821-008,2026-08-21,금,12:29,매장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260821-009,2026-08-21,금,12:31,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,2,6500,13000
OTW-260821-009,2026-08-21,금,12:31,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260821-010,2026-08-21,금,12:32,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260821-010,2026-08-21,금,12:32,포장,OTW-T03,말차 타르트,타르트,1,9100,9100
OTW-260821-011,2026-08-21,금,12:36,포장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260821-012,2026-08-21,금,12:37,매장,OTW-E03,흑임자&산딸기 에그타르트,에그타르트,1,5500,5500
OTW-260821-012,2026-08-21,금,12:37,매장,OTW-E03,흑임자&산딸기 에그타르트,에그타르트,1,5500,5500
OTW-260821-013,2026-08-21,금,12:45,포장,OTW-T03,말차 타르트,타르트,2,9100,18200
OTW-260821-014,2026-08-21,금,12:46,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260821-014,2026-08-21,금,12:46,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260821-015,2026-08-21,금,12:46,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260821-016,2026-08-21,금,12:51,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260821-017,2026-08-21,금,12:56,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260821-018,2026-08-21,금,12:58,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260821-018,2026-08-21,금,12:58,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260821-019,2026-08-21,금,13:09,매장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260821-020,2026-08-21,금,13:12,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260821-021,2026-08-21,금,13:13,포장,OTW-T04,자몽 망고 요거트 타르트,타르트,1,9600,9600
OTW-260821-022,2026-08-21,금,13:13,매장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260821-022,2026-08-21,금,13:13,매장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260821-022,2026-08-21,금,13:13,매장,OTW-E04,피스타치오 에그타르트,에그타르트,2,5800,11600
OTW-260821-023,2026-08-21,금,13:19,매장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260821-024,2026-08-21,금,13:32,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260821-025,2026-08-21,금,13:33,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260821-026,2026-08-21,금,13:34,포장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260821-027,2026-08-21,금,13:36,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260821-028,2026-08-21,금,13:48,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260821-028,2026-08-21,금,13:48,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260821-029,2026-08-21,금,13:51,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260821-030,2026-08-21,금,13:51,포장,OTW-T04,자몽 망고 요거트 타르트,타르트,1,9600,9600
OTW-260821-031,2026-08-21,금,13:55,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260821-031,2026-08-21,금,13:55,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260821-032,2026-08-21,금,14:02,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260821-033,2026-08-21,금,14:07,포장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260821-034,2026-08-21,금,14:12,매장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260821-034,2026-08-21,금,14:12,매장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260821-035,2026-08-21,금,14:12,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260821-035,2026-08-21,금,14:12,포장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260821-036,2026-08-21,금,14:13,포장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260821-037,2026-08-21,금,14:16,포장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260821-038,2026-08-21,금,14:16,매장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260821-039,2026-08-21,금,14:17,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260821-040,2026-08-21,금,14:17,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260821-041,2026-08-21,금,14:18,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260821-041,2026-08-21,금,14:18,포장,OTW-E03,흑임자&산딸기 에그타르트,에그타르트,1,5500,5500
OTW-260821-042,2026-08-21,금,14:22,포장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260821-043,2026-08-21,금,14:32,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260821-043,2026-08-21,금,14:32,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260821-043,2026-08-21,금,14:32,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260821-044,2026-08-21,금,14:32,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260821-045,2026-08-21,금,14:35,매장,OTW-E04,피스타치오 에그타르트,에그타르트,2,5800,11600
OTW-260821-046,2026-08-21,금,14:41,포장,OTW-T03,말차 타르트,타르트,2,9100,18200
OTW-260821-046,2026-08-21,금,14:41,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260821-047,2026-08-21,금,14:41,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260821-047,2026-08-21,금,14:41,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260821-048,2026-08-21,금,14:46,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260821-049,2026-08-21,금,14:46,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260821-049,2026-08-21,금,14:46,포장,OTW-T04,자몽 망고 요거트 타르트,타르트,1,9600,9600
OTW-260821-050,2026-08-21,금,14:48,매장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260821-051,2026-08-21,금,14:50,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260821-052,2026-08-21,금,14:54,포장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260821-053,2026-08-21,금,14:55,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260821-053,2026-08-21,금,14:55,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260821-053,2026-08-21,금,14:55,포장,OTW-D01,옥수수 밀크티,음료,2,6500,13000
OTW-260821-054,2026-08-21,금,15:08,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260821-055,2026-08-21,금,15:09,매장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260821-055,2026-08-21,금,15:09,매장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260821-056,2026-08-21,금,15:14,포장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260821-056,2026-08-21,금,15:14,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260821-057,2026-08-21,금,15:17,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260821-058,2026-08-21,금,15:19,포장,OTW-E03,흑임자&산딸기 에그타르트,에그타르트,1,5500,5500
OTW-260821-058,2026-08-21,금,15:19,포장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260821-059,2026-08-21,금,15:22,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,2,4800,9600
OTW-260821-060,2026-08-21,금,15:28,포장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260821-061,2026-08-21,금,15:29,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260821-062,2026-08-21,금,15:31,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260821-063,2026-08-21,금,15:35,포장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260821-063,2026-08-21,금,15:35,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260821-064,2026-08-21,금,15:44,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260821-064,2026-08-21,금,15:44,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260821-064,2026-08-21,금,15:44,포장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260821-065,2026-08-21,금,15:46,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260821-065,2026-08-21,금,15:46,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260821-066,2026-08-21,금,15:46,매장,OTW-T04,자몽 망고 요거트 타르트,타르트,1,9600,9600
OTW-260821-066,2026-08-21,금,15:46,매장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260821-066,2026-08-21,금,15:46,매장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260821-067,2026-08-21,금,15:50,매장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260821-067,2026-08-21,금,15:50,매장,OTW-P01,아이스크림 파르페,디저트,2,8500,17000
OTW-260821-068,2026-08-21,금,15:56,포장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260821-068,2026-08-21,금,15:56,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260821-069,2026-08-21,금,16:09,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260821-070,2026-08-21,금,16:25,매장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260821-071,2026-08-21,금,16:29,포장,OTW-T03,말차 타르트,타르트,1,9100,9100
OTW-260821-072,2026-08-21,금,16:40,매장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260821-073,2026-08-21,금,16:44,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260821-073,2026-08-21,금,16:44,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260821-073,2026-08-21,금,16:44,포장,OTW-T04,자몽 망고 요거트 타르트,타르트,1,9600,9600
OTW-260821-074,2026-08-21,금,16:44,매장,OTW-T04,자몽 망고 요거트 타르트,타르트,1,9600,9600
OTW-260821-074,2026-08-21,금,16:44,매장,OTW-D01,옥수수 밀크티,음료,2,6500,13000
OTW-260821-074,2026-08-21,금,16:44,매장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260821-075,2026-08-21,금,16:45,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260821-075,2026-08-21,금,16:45,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260821-076,2026-08-21,금,16:46,포장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260821-076,2026-08-21,금,16:46,포장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260821-077,2026-08-21,금,16:49,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260821-078,2026-08-21,금,16:52,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260821-079,2026-08-21,금,16:57,매장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260821-079,2026-08-21,금,16:57,매장,OTW-T03,말차 타르트,타르트,2,9100,18200
OTW-260821-080,2026-08-21,금,16:58,매장,OTW-E03,흑임자&산딸기 에그타르트,에그타르트,1,5500,5500
OTW-260821-080,2026-08-21,금,16:58,매장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260821-081,2026-08-21,금,17:03,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,2,4800,9600
OTW-260821-081,2026-08-21,금,17:03,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260821-081,2026-08-21,금,17:03,포장,OTW-E03,흑임자&산딸기 에그타르트,에그타르트,1,5500,5500
OTW-260821-082,2026-08-21,금,17:09,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260821-082,2026-08-21,금,17:09,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260821-083,2026-08-21,금,17:18,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,2,4800,9600
OTW-260821-083,2026-08-21,금,17:18,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260822-001,2026-08-22,토,12:04,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260822-002,2026-08-22,토,12:04,매장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260822-003,2026-08-22,토,12:04,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260822-004,2026-08-22,토,12:08,매장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,2,6500,13000
OTW-260822-005,2026-08-22,토,12:09,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260822-005,2026-08-22,토,12:09,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260822-006,2026-08-22,토,12:11,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260822-006,2026-08-22,토,12:11,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260822-006,2026-08-22,토,12:11,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260822-007,2026-08-22,토,12:13,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,2,6500,13000
OTW-260822-008,2026-08-22,토,12:16,매장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260822-008,2026-08-22,토,12:16,매장,OTW-T03,말차 타르트,타르트,1,9100,9100
OTW-260822-009,2026-08-22,토,12:17,포장,OTW-T03,말차 타르트,타르트,2,9100,18200
OTW-260822-009,2026-08-22,토,12:17,포장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260822-010,2026-08-22,토,12:17,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,2,4800,9600
OTW-260822-010,2026-08-22,토,12:17,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260822-010,2026-08-22,토,12:17,포장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260822-011,2026-08-22,토,12:22,매장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260822-012,2026-08-22,토,12:24,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260822-013,2026-08-22,토,12:26,매장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260822-014,2026-08-22,토,12:27,매장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260822-015,2026-08-22,토,12:27,포장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260822-016,2026-08-22,토,12:28,매장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260822-017,2026-08-22,토,12:38,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260822-017,2026-08-22,토,12:38,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260822-017,2026-08-22,토,12:38,포장,OTW-T04,자몽 망고 요거트 타르트,타르트,1,9600,9600
OTW-260822-018,2026-08-22,토,12:40,매장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260822-018,2026-08-22,토,12:40,매장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260822-019,2026-08-22,토,12:45,포장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260822-019,2026-08-22,토,12:45,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260822-020,2026-08-22,토,12:46,매장,OTW-T04,자몽 망고 요거트 타르트,타르트,1,9600,9600
OTW-260822-020,2026-08-22,토,12:46,매장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260822-021,2026-08-22,토,12:57,매장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260822-022,2026-08-22,토,12:57,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260822-023,2026-08-22,토,12:58,매장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260822-024,2026-08-22,토,12:58,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260822-024,2026-08-22,토,12:58,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260822-025,2026-08-22,토,13:04,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260822-025,2026-08-22,토,13:04,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260822-026,2026-08-22,토,13:05,매장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260822-027,2026-08-22,토,13:06,매장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260822-027,2026-08-22,토,13:06,매장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260822-028,2026-08-22,토,13:08,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260822-028,2026-08-22,토,13:08,포장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260822-029,2026-08-22,토,13:09,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260822-030,2026-08-22,토,13:09,포장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260822-031,2026-08-22,토,13:13,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260822-031,2026-08-22,토,13:13,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260822-032,2026-08-22,토,13:14,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260822-033,2026-08-22,토,13:16,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260822-033,2026-08-22,토,13:16,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260822-034,2026-08-22,토,13:16,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260822-034,2026-08-22,토,13:16,포장,OTW-E03,흑임자&산딸기 에그타르트,에그타르트,1,5500,5500
OTW-260822-035,2026-08-22,토,13:17,포장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260822-036,2026-08-22,토,13:23,매장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260822-037,2026-08-22,토,13:24,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260822-037,2026-08-22,토,13:24,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260822-038,2026-08-22,토,13:25,매장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260822-038,2026-08-22,토,13:25,매장,OTW-E04,피스타치오 에그타르트,에그타르트,2,5800,11600
OTW-260822-039,2026-08-22,토,13:28,포장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260822-040,2026-08-22,토,13:28,매장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260822-040,2026-08-22,토,13:28,매장,OTW-T04,자몽 망고 요거트 타르트,타르트,1,9600,9600
OTW-260822-040,2026-08-22,토,13:28,매장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260822-041,2026-08-22,토,13:30,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260822-041,2026-08-22,토,13:30,포장,OTW-E03,흑임자&산딸기 에그타르트,에그타르트,1,5500,5500
OTW-260822-042,2026-08-22,토,13:31,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260822-043,2026-08-22,토,13:33,포장,OTW-T02,보늬밤 타르트,타르트,2,8500,17000
OTW-260822-043,2026-08-22,토,13:33,포장,OTW-T02,보늬밤 타르트,타르트,2,8500,17000
OTW-260822-043,2026-08-22,토,13:33,포장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260822-044,2026-08-22,토,13:33,포장,OTW-E03,흑임자&산딸기 에그타르트,에그타르트,1,5500,5500
OTW-260822-045,2026-08-22,토,13:34,포장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260822-045,2026-08-22,토,13:34,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260822-045,2026-08-22,토,13:34,포장,OTW-T03,말차 타르트,타르트,1,9100,9100
